 ,Label,Area,Mean,Perim.,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,Image_14456-1.jpg (red)-1,29.045,255,22.613,0.714,8.811,321,1,109.29,4.574,1.734,0.577,0.891
2,Image_14456-1.jpg (red)-1,17.116,255,15.616,0.882,5.791,335,4,111.038,3.742,1.453,0.688,0.93
3,Image_14456-1.jpg (red)-1,70.539,255,36.18,0.677,13.747,427,16,176.532,7.069,2.091,0.478,0.893
4,Image_14456-1.jpg (red)-1,141.769,255,49.057,0.74,17.144,401,7,112.834,12.629,1.224,0.817,0.899
5,Image_14456-1.jpg (red)-1,40.629,255,28.695,0.62,9.883,475,14,157.751,6.237,1.609,0.622,0.839
6,Image_14456-1.jpg (red)-1,65.698,255,31.392,0.838,11.553,351,18,149.744,7.651,1.46,0.685,0.92
7,Image_14456-1.jpg (red)-1,17.462,255,15.473,0.917,5.997,500,18,146.31,4.158,1.485,0.674,0.918
8,Image_14456-1.jpg (red)-1,45.47,255,30.258,0.624,11.311,448,31,17.103,5.875,2.196,0.455,0.842
9,Image_14456-1.jpg (red)-1,51.175,255,31.736,0.638,12.123,324,28,157.834,6.352,2.157,0.464,0.819
10,Image_14456-1.jpg (red)-1,60.857,255,29.871,0.857,10.065,511,46,38.29,8.343,1.139,0.878,0.928
11,Image_14456-1.jpg (red)-1,62.067,255,30.887,0.818,11.157,532,34,153.435,7.484,1.405,0.712,0.939
12,Image_14456-1.jpg (red)-1,32.849,255,21.74,0.873,7.644,493,30,112.38,6.199,1.175,0.851,0.903
13,Image_14456-1.jpg (red)-1,15.041,255,14.054,0.957,5.075,434,43,55.008,4.158,1.1,0.909,0.926
14,Image_14456-1.jpg (red)-1,96.299,255,39.892,0.76,14.307,190,63,54.462,9.413,1.452,0.689,0.912
15,Image_14456-1.jpg (red)-1,65.698,255,32.895,0.763,11.768,316,60,57.995,7.258,1.698,0.589,0.925
16,Image_14456-1.jpg (red)-1,42.531,255,25.226,0.84,9.381,623,56,77.196,7.056,1.301,0.769,0.899
17,Image_14456-1.jpg (red)-1,66.735,255,35.407,0.669,12.087,383,39,153.435,8.764,1.366,0.732,0.874
18,Image_14456-1.jpg (red)-1,141.078,255,54.148,0.605,18.899,238,72,50.356,12.202,1.544,0.648,0.839
19,Image_14456-1.jpg (red)-1,28.008,255,20.95,0.802,8.368,458,38,153.435,4.485,1.93,0.518,0.942
20,Image_14456-1.jpg (red)-1,16.424,255,17.338,0.687,6.361,560,45,168.69,4.822,1.242,0.805,0.819
21,Image_14456-1.jpg (red)-1,26.106,255,19.489,0.864,7.274,289,46,149.036,5.654,1.21,0.826,0.901
22,Image_14456-1.jpg (red)-1,37.344,255,23.991,0.815,8.572,483,46,157.166,6.653,1.314,0.761,0.904
23,Image_14456-1.jpg (red)-1,97.51,255,47.638,0.54,16.616,334,69,31.701,9.433,1.802,0.555,0.838
24,Image_14456-1.jpg (red)-1,22.476,255,18.212,0.852,6.769,410,48,132.51,4.717,1.325,0.755,0.915
25,Image_14456-1.jpg (red)-1,95.089,255,37.415,0.854,13.537,217,79,79.38,9.993,1.363,0.733,0.925
26,Image_14456-1.jpg (red)-1,20.92,255,19.001,0.728,7.734,528,47,126.254,4.156,1.9,0.526,0.858
27,Image_14456-1.jpg (red)-1,51.348,255,30.418,0.697,11.5,604,51,139.399,6.174,1.996,0.501,0.888
28,Image_14456-1.jpg (red)-1,34.405,255,24.537,0.718,8.995,269,67,56.31,5.207,1.861,0.537,0.865
29,Image_14456-1.jpg (red)-1,44.433,255,27.864,0.719,8.995,568,50,123.69,8.033,1.089,0.918,0.861
30,Image_14456-1.jpg (red)-1,24.55,255,20.623,0.725,7.633,668,56,150.642,4.64,1.591,0.629,0.861
31,Image_14456-1.jpg (red)-1,42.358,255,26.301,0.769,9.344,371,57,159.146,6.756,1.249,0.801,0.87
32,Image_14456-1.jpg (red)-1,51.694,255,28.006,0.828,9.5,450,59,156.801,7.708,1.301,0.769,0.901
33,Image_14456-1.jpg (red)-1,66.044,255,33.744,0.729,12.404,497,68,13.57,7.367,1.794,0.557,0.888
34,Image_14456-1.jpg (red)-1,22.476,255,20.866,0.649,8.572,544,58,140.906,4.301,2.423,0.413,0.79
35,Image_14456-1.jpg (red)-1,111.686,255,45.588,0.675,16.849,411,73,15.751,9.263,2.01,0.498,0.882
36,Image_14456-1.jpg (red)-1,94.916,255,42.363,0.665,15.255,580,69,162.553,9.979,1.479,0.676,0.861
37,Image_14456-1.jpg (red)-1,154.736,255,55.038,0.642,21.38,276,85,13.496,10.785,2.187,0.457,0.91
38,Image_14456-1.jpg (red)-1,10.2,255,12.046,0.883,4.741,535,63,127.875,3.326,1.424,0.702,0.908
39,Image_14456-1.jpg (red)-1,269.016,255,75.216,0.598,28.642,192,64,99.189,12.831,2.247,0.445,0.91
40,Image_14456-1.jpg (red)-1,39.765,255,27.46,0.663,10.601,638,66,168.69,4.99,2.319,0.431,0.9
41,Image_14456-1.jpg (red)-1,54.287,255,30.56,0.73,10.601,663,72,154.44,7.272,1.241,0.806,0.886
42,Image_14456-1.jpg (red)-1,17.635,255,15.919,0.875,5.953,465,76,24.775,4.41,1.255,0.797,0.887
43,Image_14456-1.jpg (red)-1,13.831,255,14.054,0.88,5.655,627,69,143.973,3.742,1.423,0.703,0.899
44,Image_14456-1.jpg (red)-1,48.755,255,27.418,0.815,9.129,565,89,59.931,7.9,1.118,0.894,0.913
45,Image_14456-1.jpg (red)-1,68.81,255,32.811,0.803,11.65,509,78,145.176,8.655,1.403,0.713,0.912
46,Image_14456-1.jpg (red)-1,51.694,255,30.946,0.678,10.914,341,77,162.255,7.859,1.486,0.673,0.853
47,Image_14456-1.jpg (red)-1,39.937,255,24.092,0.865,8.957,238,96,68.199,6.237,1.44,0.694,0.928
48,Image_14456-1.jpg (red)-1,73.132,255,33.34,0.827,11.311,253,80,143.973,9.253,1.064,0.94,0.923
49,Image_14456-1.jpg (red)-1,176.347,255,63.984,0.541,22.538,444,76,142.496,14.005,1.587,0.63,0.81
50,Image_14456-1.jpg (red)-1,38.209,255,23.848,0.844,7.998,533,90,27.897,6.911,1.136,0.881,0.904
51,Image_14456-1.jpg (red)-1,19.536,255,18.758,0.698,6.769,484,93,79.38,4.574,1.577,0.634,0.819
52,Image_14456-1.jpg (red)-1,20.574,255,18.758,0.735,6.883,633,79,154.983,4.633,1.481,0.675,0.853
53,Image_14456-1.jpg (red)-1,56.189,255,29.283,0.823,10.787,384,93,27.553,6.924,1.584,0.631,0.922
54,Image_14456-1.jpg (red)-1,24.896,255,19.732,0.804,6.717,621,95,68.199,5.821,1.084,0.923,0.875
55,Image_14456-1.jpg (red)-1,51.175,255,27.335,0.861,9.482,316,95,15.255,7.197,1.294,0.773,0.897
56,Image_14456-1.jpg (red)-1,19.709,255,17.095,0.848,6.054,215,88,164.055,4.835,1.143,0.875,0.87
57,Image_14456-1.jpg (red)-1,214.037,255,66.983,0.599,21.465,395,98,158.405,17.292,1.178,0.849,0.829
58,Image_14456-1.jpg (red)-1,32.676,255,23.605,0.737,9.491,600,85,151.189,5.88,1.641,0.609,0.863
59,Image_14456-1.jpg (red)-1,88.519,255,43.782,0.58,14.701,672,92,151.26,8.973,1.698,0.589,0.805
60,Image_14456-1.jpg (red)-1,69.156,255,31.677,0.866,10.977,151,110,52.696,8.526,1.221,0.819,0.931
61,Image_14456-1.jpg (red)-1,10.028,255,11.903,0.889,4.649,470,91,169.695,3.326,1.322,0.756,0.872
62,Image_14456-1.jpg (red)-1,61.203,255,30.703,0.816,10.494,367,93,146.31,8.415,1.108,0.903,0.914
63,Image_14456-1.jpg (red)-1,22.303,255,19.631,0.727,7.845,287,91,147.995,4.322,1.761,0.568,0.902
64,Image_14456-1.jpg (red)-1,11.065,255,12.29,0.921,4.498,494,91,146.31,3.731,1.065,0.939,0.901
65,Image_14456-1.jpg (red)-1,42.358,255,26.301,0.769,9.572,557,104,34.38,6.305,1.659,0.603,0.872
66,Image_14456-1.jpg (red)-1,35.615,255,23.949,0.78,8.84,222,96,138.814,5.881,1.424,0.702,0.88
67,Image_14456-1.jpg (red)-1,20.92,255,18.758,0.747,6.769,504,96,169.38,4.574,1.414,0.707,0.883
68,Image_14456-1.jpg (red)-1,36.825,255,25.369,0.719,9.157,580,109,50.528,5.409,1.675,0.597,0.868
69,Image_14456-1.jpg (red)-1,50.311,255,31.333,0.644,10.985,630,93,150.524,6.123,1.933,0.517,0.87
70,Image_14456-1.jpg (red)-1,30.601,255,23.504,0.696,9.157,277,94,129.472,5.489,1.659,0.603,0.876
71,Image_14456-1.jpg (red)-1,11.238,255,13.323,0.796,5.075,431,104,55.008,3.528,1.584,0.631,0.833
72,Image_14456-1.jpg (red)-1,19.018,255,19.548,0.625,8.316,662,96,126.87,3.088,3.072,0.326,0.846
73,Image_14456-1.jpg (red)-1,54.633,255,32.063,0.668,12.108,336,101,105.945,6.082,2.059,0.486,0.92
74,Image_14456-1.jpg (red)-1,35.442,255,24.579,0.737,9.742,488,104,129.806,5.95,1.675,0.597,0.889
75,Image_14456-1.jpg (red)-1,37.69,255,25.999,0.701,10.227,508,104,153.435,6.471,1.512,0.661,0.865
76,Image_14456-1.jpg (red)-1,67.773,255,34.475,0.717,11.819,372,113,140.711,8.815,1.273,0.786,0.874
77,Image_14456-1.jpg (red)-1,56.881,255,29.527,0.82,9.671,165,125,25.463,8.208,1.118,0.895,0.905
78,Image_14456-1.jpg (red)-1,13.312,255,13.466,0.923,5.075,597,111,145.008,3.806,1.313,0.762,0.911
79,Image_14456-1.jpg (red)-1,93.014,255,41.632,0.674,15.806,223,144,63.435,8.067,2.114,0.473,0.876
80,Image_14456-1.jpg (red)-1,66.217,255,32.996,0.764,11.65,618,113,145.176,8.149,1.442,0.693,0.907
81,Image_14456-1.jpg (red)-1,41.666,255,26.058,0.771,9.734,651,110,109.983,5.651,1.685,0.593,0.883
82,Image_14456-1.jpg (red)-1,108.92,255,40.8,0.822,14.523,138,145,76.759,10.271,1.36,0.735,0.925
83,Image_14456-1.jpg (red)-1,28.7,255,21.354,0.791,7.812,355,115,154.799,5.397,1.507,0.664,0.874
84,Image_14456-1.jpg (red)-1,42.358,255,25.713,0.805,9.344,284,116,147.724,6.136,1.525,0.656,0.902
85,Image_14456-1.jpg (red)-1,76.071,255,35.205,0.771,13.312,311,118,141.34,8.182,1.621,0.617,0.924
86,Image_14456-1.jpg (red)-1,11.756,255,13.079,0.864,4.741,269,126,74.745,3.822,1.26,0.794,0.861
87,Image_14456-1.jpg (red)-1,35.961,255,24.537,0.751,9.157,537,119,129.472,5.14,1.904,0.525,0.891
88,Image_14456-1.jpg (red)-1,78.319,255,35.978,0.76,13.576,444,117,152.65,8.316,1.458,0.686,0.927
89,Image_14456-1.jpg (red)-1,60.511,255,31.534,0.765,11.56,688,118,127.694,6.544,1.795,0.557,0.911
90,Image_14456-1.jpg (red)-1,17.98,255,16.851,0.796,5.953,257,133,65.225,4.523,1.282,0.78,0.86
91,Image_14456-1.jpg (red)-1,38.554,255,27.62,0.635,10.428,590,124,156.501,6.136,1.872,0.534,0.823
92,Image_14456-1.jpg (red)-1,19.018,255,16.263,0.904,6.237,512,132,36.87,4.116,1.537,0.651,0.884
93,Image_14456-1.jpg (red)-1,50.138,255,28.065,0.8,9.482,268,134,164.745,7.938,1.089,0.918,0.894
94,Image_14456-1.jpg (red)-1,14.868,255,14.541,0.884,5.21,572,135,61.39,3.742,1.193,0.838,0.935
95,Image_14456-1.jpg (red)-1,77.282,255,35.104,0.788,12.91,185,157,75.069,8.04,1.553,0.644,0.926
96,Image_14456-1.jpg (red)-1,26.452,255,21.253,0.736,8.652,667,128,144.782,4.92,1.812,0.552,0.869
97,Image_14456-1.jpg (red)-1,10.028,255,12.046,0.868,4.741,347,130,142.125,3.528,1.334,0.75,0.892
98,Image_14456-1.jpg (red)-1,36.48,255,26.1,0.673,8.957,384,134,158.199,6.839,1.219,0.82,0.81
99,Image_14456-1.jpg (red)-1,20.055,255,16.406,0.936,6.181,530,128,109.654,4.574,1.358,0.736,0.921
100,Image_14456-1.jpg (red)-1,57.226,255,30.762,0.76,10.527,477,146,9.09,7.938,1.274,0.785,0.869
101,Image_14456-1.jpg (red)-1,182.225,255,60.171,0.632,21.626,581,132,127.972,12.222,1.752,0.571,0.886
102,Image_14456-1.jpg (red)-1,55.843,255,29.384,0.813,10.057,153,153,60.255,7.596,1.217,0.822,0.906
103,Image_14456-1.jpg (red)-1,37.517,255,23.848,0.829,8.572,634,149,50.906,6.694,1.341,0.746,0.895
104,Image_14456-1.jpg (red)-1,17.808,255,15.818,0.894,5.791,291,136,158.962,4.471,1.283,0.78,0.892
105,Image_14456-1.jpg (red)-1,18.845,255,17.38,0.784,7.069,119,134,118.072,3.931,1.941,0.515,0.912
106,Image_14456-1.jpg (red)-1,62.932,255,29.955,0.881,11.072,363,135,124.287,7.069,1.401,0.714,0.963
107,Image_14456-1.jpg (red)-1,46.334,255,26.444,0.833,9.344,410,153,57.724,7.014,1.378,0.726,0.898
108,Image_14456-1.jpg (red)-1,38.036,255,24.722,0.782,8.976,655,145,13.392,5.405,1.701,0.588,0.911
109,Image_14456-1.jpg (red)-1,17.462,255,16.406,0.815,5.997,310,138,146.31,4.403,1.496,0.669,0.86
110,Image_14456-1.jpg (red)-1,40.802,255,26.587,0.725,8.419,615,152,32.905,7.463,1.104,0.906,0.869
111,Image_14456-1.jpg (red)-1,56.535,255,32.223,0.684,11.417,533,156,10.491,7.721,1.65,0.606,0.864
112,Image_14456-1.jpg (red)-1,56.708,255,33.601,0.631,13.286,439,139,110.136,6.282,2.296,0.436,0.83
113,Image_14456-1.jpg (red)-1,10.028,255,12.046,0.868,4.498,236,148,33.69,3.326,1.344,0.744,0.866
114,Image_14456-1.jpg (red)-1,21.957,255,18.556,0.801,7.403,337,140,141.843,4.798,1.571,0.636,0.898
115,Image_14456-1.jpg (red)-1,32.676,255,23.017,0.775,7.889,400,160,71.565,6.468,1.123,0.891,0.889
116,Image_14456-1.jpg (red)-1,17.462,255,16.263,0.83,6.181,570,143,109.654,4.704,1.313,0.762,0.867
117,Image_14456-1.jpg (red)-1,32.676,255,21.395,0.897,7.734,103,146,143.746,5.821,1.195,0.837,0.931
118,Image_14456-1.jpg (red)-1,26.279,255,24.335,0.558,7.403,689,158,51.843,5.998,1.244,0.804,0.809
119,Image_14456-1.jpg (red)-1,38.036,255,25.47,0.737,8.419,216,153,159.775,6.902,1.137,0.879,0.868
120,Image_14456-1.jpg (red)-1,48.582,255,29.871,0.684,9.996,203,169,73.072,7.642,1.195,0.837,0.854
121,Image_14456-1.jpg (red)-1,130.531,255,45.529,0.791,15.652,48,168,16.991,11.227,1.444,0.692,0.92
122,Image_14456-1.jpg (red)-1,20.747,255,18.069,0.799,6.495,248,152,129.806,4.942,1.264,0.791,0.879
123,Image_14456-1.jpg (red)-1,109.093,255,44.798,0.683,16.386,628,182,54.293,10.519,1.381,0.724,0.9
124,Image_14456-1.jpg (red)-1,12.621,255,12.978,0.942,4.741,141,156,15.255,3.742,1.181,0.847,0.907
125,Image_14456-1.jpg (red)-1,50.138,255,34.231,0.538,13.728,470,153,125.134,5.95,3.106,0.322,0.809
126,Image_14456-1.jpg (red)-1,17.116,255,16.406,0.799,6.574,494,151,108.435,3.742,1.784,0.56,0.896
127,Image_14456-1.jpg (red)-1,50.657,255,28.351,0.792,10.125,545,160,160.821,7.362,1.309,0.764,0.899
128,Image_14456-1.jpg (red)-1,77.627,255,37.717,0.686,13.977,693,183,59.621,7.399,1.974,0.507,0.865
129,Image_14456-1.jpg (red)-1,55.497,255,29.182,0.819,11.009,174,156,100.886,7.069,1.636,0.611,0.925
130,Image_14456-1.jpg (red)-1,21.784,255,18.069,0.838,6.347,99,160,148.392,5.209,1.174,0.852,0.863
131,Image_14456-1.jpg (red)-1,10.546,255,13.222,0.758,5.547,240,157,102.995,2.911,1.917,0.522,0.865
132,Image_14456-1.jpg (red)-1,21.957,255,18.027,0.849,6.292,527,164,172.405,4.959,1.149,0.87,0.87
133,Image_14456-1.jpg (red)-1,30.774,255,20.665,0.906,7.768,665,163,164.476,5.405,1.465,0.683,0.927
134,Image_14456-1.jpg (red)-1,23.859,255,24.092,0.517,9.572,261,160,124.38,4.628,2.621,0.381,0.708
135,Image_14456-1.jpg (red)-1,50.484,255,28.939,0.758,10.328,146,178,40.101,6.366,1.675,0.597,0.894
136,Image_14456-1.jpg (red)-1,65.006,255,32.408,0.778,10.914,286,178,40.365,8.732,1.148,0.871,0.898
137,Image_14456-1.jpg (red)-1,147.993,255,49.217,0.768,15.657,364,198,79.287,13.615,1.051,0.951,0.91
138,Image_14456-1.jpg (red)-1,97.51,255,41.858,0.699,14.505,410,161,117.3,9.563,1.476,0.678,0.896
139,Image_14456-1.jpg (red)-1,86.445,255,37.011,0.793,14.888,431,164,125.91,9.064,1.626,0.615,0.929
140,Image_14456-1.jpg (red)-1,87.828,255,39.12,0.721,14.235,308,174,173.29,8.216,1.724,0.58,0.906
141,Image_14456-1.jpg (red)-1,43.049,255,26.159,0.791,8.82,453,175,171.87,7.35,1.03,0.971,0.869
142,Image_14456-1.jpg (red)-1,58.437,255,32.526,0.694,11.768,501,191,57.995,7.22,1.836,0.545,0.849
143,Image_14456-1.jpg (red)-1,173.754,255,59.012,0.627,21.405,541,184,172.185,12.888,1.68,0.595,0.85
144,Image_14456-1.jpg (red)-1,49.619,255,28.981,0.742,9.698,82,183,30.964,6.653,1.413,0.708,0.893
145,Image_14456-1.jpg (red)-1,20.401,255,17.683,0.82,6.574,206,171,145.305,4.704,1.314,0.761,0.868
146,Image_14456-1.jpg (red)-1,19.191,255,19.102,0.661,7.667,134,172,130.601,3.528,2.459,0.407,0.828
147,Image_14456-1.jpg (red)-1,29.91,255,25.125,0.595,7.845,669,173,122.005,5.764,1.233,0.811,0.846
148,Image_14456-1.jpg (red)-1,19.709,255,16.548,0.904,5.997,249,174,123.69,4.567,1.244,0.804,0.912
149,Image_14456-1.jpg (red)-1,16.943,255,15.717,0.862,5.91,379,175,140.711,4.574,1.228,0.814,0.895
150,Image_14456-1.jpg (red)-1,20.228,255,17.481,0.832,6.347,220,178,148.392,4.556,1.307,0.765,0.89
151,Image_14456-1.jpg (red)-1,69.156,255,33.139,0.791,11.972,106,204,69.677,7.9,1.495,0.669,0.921
152,Image_14456-1.jpg (red)-1,64.315,255,32.651,0.758,12.087,601,178,153.435,7.9,1.583,0.632,0.922
153,Image_14456-1.jpg (red)-1,29.737,255,23.647,0.668,9.698,784,177,120.964,4.675,2.114,0.473,0.869
154,Image_14456-1.jpg (red)-1,16.597,255,16.204,0.794,6.181,202,180,109.654,3.61,1.86,0.538,0.893
155,Image_14456-1.jpg (red)-1,24.204,255,20.077,0.755,7.438,182,181,116.565,5.405,1.205,0.83,0.892
156,Image_14456-1.jpg (red)-1,155.082,255,54.509,0.656,20.028,463,219,48.366,10.287,2.106,0.475,0.907
157,Image_14456-1.jpg (red)-1,170.987,255,55.786,0.69,19.199,144,199,162.35,14.613,1.251,0.799,0.887
158,Image_14456-1.jpg (red)-1,68.81,255,36.322,0.655,14.027,628,192,11.976,6.979,2.252,0.444,0.902
159,Image_14456-1.jpg (red)-1,20.747,255,17.036,0.898,6.508,724,183,116.565,4.158,1.494,0.669,0.941
160,Image_14456-1.jpg (red)-1,18.326,255,16.994,0.797,5.953,276,190,155.225,4.922,1.105,0.905,0.862
161,Image_14456-1.jpg (red)-1,48.755,255,32.711,0.573,12.123,511,191,149.036,7.549,1.83,0.546,0.772
162,Image_14456-1.jpg (red)-1,17.462,255,17.136,0.747,5.997,258,186,123.69,4.574,1.187,0.842,0.842
163,Image_14456-1.jpg (red)-1,26.279,255,20.564,0.781,7.403,233,187,128.157,5.499,1.291,0.775,0.879
164,Image_14456-1.jpg (red)-1,52.904,255,27.317,0.891,10.328,733,188,139.899,7.644,1.285,0.778,0.944
165,Image_14456-1.jpg (red)-1,11.238,255,12.634,0.885,4.704,428,188,135,3.742,1.17,0.855,0.878
166,Image_14456-1.jpg (red)-1,19.882,255,16.994,0.865,6.347,129,190,121.608,4.778,1.336,0.748,0.909
167,Image_14456-1.jpg (red)-1,277.66,255,64.993,0.826,21.38,747,223,13.496,16.763,1.255,0.797,0.942
168,Image_14456-1.jpg (red)-1,35.615,255,23.605,0.803,8.419,307,203,20.225,6.409,1.409,0.71,0.882
169,Image_14456-1.jpg (red)-1,33.022,255,21.597,0.89,7.889,341,194,161.565,6.237,1.272,0.786,0.918
170,Image_14456-1.jpg (red)-1,29.218,255,22.571,0.721,8.232,397,191,135,4.71,1.769,0.565,0.871
171,Image_14456-1.jpg (red)-1,56.189,255,35.021,0.576,10.658,503,192,110.556,7.938,1.274,0.785,0.854
172,Image_14456-1.jpg (red)-1,10.2,255,12.147,0.869,4.649,592,203,79.695,3.326,1.233,0.811,0.868
173,Image_14456-1.jpg (red)-1,74.861,255,34.903,0.772,13.149,12,200,161.565,7.9,1.753,0.57,0.928
174,Image_14456-1.jpg (red)-1,39.937,255,26.729,0.702,10.286,76,196,165.964,5.647,2.017,0.496,0.872
175,Image_14456-1.jpg (red)-1,32.503,255,22.37,0.816,8.316,703,196,143.13,5.821,1.213,0.824,0.919
176,Image_14456-1.jpg (red)-1,10.028,255,12.147,0.854,4.478,275,206,68.199,3.691,1.152,0.868,0.866
177,Image_14456-1.jpg (red)-1,11.756,255,14.297,0.723,5.292,570,197,135,4.076,1.413,0.707,0.829
178,Image_14456-1.jpg (red)-1,35.269,255,23.302,0.816,8.073,43,197,145.491,6.653,1.037,0.964,0.907
179,Image_14456-1.jpg (red)-1,51.175,255,29.569,0.736,10.65,286,214,38.66,7.484,1.249,0.8,0.901
180,Image_14456-1.jpg (red)-1,28.008,255,20.807,0.813,7.633,690,199,150.642,5.785,1.27,0.787,0.898
181,Image_14456-1.jpg (red)-1,29.91,255,24.092,0.648,8.572,252,200,165.964,5.405,1.634,0.612,0.85
182,Image_14456-1.jpg (red)-1,79.529,255,38.163,0.686,15.266,410,222,29.358,6.923,2.428,0.412,0.901
183,Image_14456-1.jpg (red)-1,31.293,255,24.294,0.666,9.698,601,200,149.036,5.249,1.964,0.509,0.836
184,Image_14456-1.jpg (red)-1,21.092,255,16.851,0.933,5.953,377,208,12.095,4.998,1.093,0.915,0.91
185,Image_14456-1.jpg (red)-1,37.517,255,24.092,0.812,8.928,241,220,62.241,6.762,1.214,0.824,0.895
186,Image_14456-1.jpg (red)-1,31.985,255,21.841,0.843,8.201,646,214,30.466,5.821,1.408,0.71,0.898
187,Image_14456-1.jpg (red)-1,28.7,255,27.763,0.468,10.914,580,202,139.635,5.259,2.855,0.35,0.741
188,Image_14456-1.jpg (red)-1,24.896,255,20.077,0.776,7.496,213,203,123.69,4.778,1.555,0.643,0.873
189,Image_14456-1.jpg (red)-1,33.022,255,21.211,0.922,7.667,193,223,77.471,5.88,1.259,0.794,0.918
190,Image_14456-1.jpg (red)-1,127.074,255,45.285,0.779,15.915,323,210,146.725,12.023,1.11,0.901,0.932
191,Image_14456-1.jpg (red)-1,45.47,255,25.654,0.868,9.157,622,223,50.528,6.631,1.362,0.734,0.924
192,Image_14456-1.jpg (red)-1,77.627,255,35.39,0.779,12.694,58,210,148.392,9.097,1.246,0.803,0.908
193,Image_14456-1.jpg (red)-1,20.401,255,18.413,0.756,7.262,368,224,76.759,4.574,1.587,0.63,0.871
194,Image_14456-1.jpg (red)-1,27.662,255,21.395,0.759,7.667,117,221,40.601,4.559,1.741,0.574,0.889
195,Image_14456-1.jpg (red)-1,26.971,255,19.833,0.862,7.069,728,208,118.072,5.586,1.284,0.779,0.884
196,Image_14456-1.jpg (red)-1,17.289,255,20.765,0.504,7.633,308,210,119.358,4.703,1.748,0.572,0.712
197,Image_14456-1.jpg (red)-1,78.492,255,36.583,0.737,12.667,692,219,156.801,9.935,1.251,0.8,0.878
198,Image_14456-1.jpg (red)-1,12.621,255,13.667,0.849,5.259,15,223,71.565,3.528,1.375,0.727,0.88
199,Image_14456-1.jpg (red)-1,35.788,255,23.26,0.831,7.998,481,229,62.103,6.388,1.185,0.844,0.9
200,Image_14456-1.jpg (red)-1,35.961,255,24.781,0.736,9.698,539,213,149.036,5.714,1.856,0.539,0.868
201,Image_14456-1.jpg (red)-1,12.102,255,12.978,0.903,5.21,36,221,28.61,3.533,1.52,0.658,0.886
202,Image_14456-1.jpg (red)-1,40.975,255,25.672,0.781,9.491,252,231,28.811,5.88,1.688,0.592,0.875
203,Image_14456-1.jpg (red)-1,62.24,255,36.281,0.594,11.048,569,225,19.799,7.725,1.373,0.728,0.899
204,Image_14456-1.jpg (red)-1,39.937,255,25.999,0.742,9.918,391,214,123.024,7.031,1.302,0.768,0.865
205,Image_14456-1.jpg (red)-1,11.929,255,13.222,0.857,5.024,527,225,65.556,3.742,1.309,0.764,0.879
206,Image_14456-1.jpg (red)-1,24.204,255,19.489,0.801,7.438,640,217,153.435,5.393,1.373,0.728,0.886
207,Image_14456-1.jpg (red)-1,24.723,255,19.489,0.818,6.92,208,221,147.265,5.023,1.293,0.773,0.885
208,Image_14456-1.jpg (red)-1,79.702,255,34.433,0.845,12.229,659,226,144.689,8.526,1.436,0.696,0.919
209,Image_14456-1.jpg (red)-1,12.794,255,13.222,0.92,4.649,134,221,116.565,3.945,1.163,0.86,0.897
210,Image_14456-1.jpg (red)-1,64.142,255,34.029,0.696,11.196,228,241,31.329,8.161,1.327,0.754,0.861
211,Image_14456-1.jpg (red)-1,15.041,255,16.019,0.737,6.139,560,221,118.301,3.806,1.666,0.6,0.845
212,Image_14456-1.jpg (red)-1,111.341,255,42.303,0.782,15.586,721,230,170.789,10.064,1.401,0.714,0.925
213,Image_14456-1.jpg (red)-1,13.312,255,15.96,0.657,6.237,375,224,143.13,3.106,2.081,0.481,0.828
214,Image_14456-1.jpg (red)-1,37.344,255,25.755,0.707,8.811,362,245,70.71,6.18,1.287,0.777,0.871
215,Image_14456-1.jpg (red)-1,11.929,255,14.642,0.699,5.91,494,226,129.289,3.161,1.936,0.516,0.836
216,Image_14456-1.jpg (red)-1,117.392,255,45.832,0.702,15.289,626,248,22.38,12.027,1.03,0.971,0.875
217,Image_14456-1.jpg (red)-1,27.144,255,19.732,0.876,7.262,98,226,103.241,4.99,1.41,0.709,0.913
218,Image_14456-1.jpg (red)-1,59.993,255,31.232,0.773,11.072,110,228,145.713,7.484,1.397,0.716,0.902
219,Image_14456-1.jpg (red)-1,11.756,255,13.121,0.858,5.325,276,234,38.66,3.419,1.552,0.644,0.919
220,Image_14456-1.jpg (red)-1,34.405,255,23.403,0.789,8.652,312,226,125.218,6.136,1.295,0.772,0.909
221,Image_14456-1.jpg (red)-1,60.511,255,31.333,0.775,10.787,188,252,62.447,7.821,1.364,0.733,0.894
222,Image_14456-1.jpg (red)-1,17.635,255,15.818,0.886,6.237,548,230,143.13,4.116,1.593,0.628,0.895
223,Image_14456-1.jpg (red)-1,52.904,255,27.965,0.85,9.883,284,245,22.249,7.131,1.396,0.716,0.929
224,Image_14456-1.jpg (red)-1,41.321,255,24.882,0.839,8.481,450,250,78.69,6.745,1.175,0.851,0.9
225,Image_14456-1.jpg (red)-1,134.508,255,49.906,0.679,18.371,493,243,5.194,10.971,1.748,0.572,0.886
226,Image_14456-1.jpg (red)-1,48.582,255,29.081,0.722,10.938,67,240,8.746,6.134,1.871,0.534,0.881
227,Image_14456-1.jpg (red)-1,15.56,255,16.649,0.705,6.181,694,244,42.274,4.236,1.542,0.649,0.789
228,Image_14456-1.jpg (red)-1,35.269,255,22.773,0.855,7.889,416,240,161.565,6.694,1.066,0.938,0.905
